ID-ES,TERM-ES,,ID,TERM,Qualifier,,FINAL DEFINITION,BIBLIOGRAPHY,SYNONYMS,Observations,"OTRAS OBSERV
"
800,Disposición simétrica,,800,Symmetrical disposition,,,"In a textile pattern, the decorative elements and/or motifs are distributed about a dividing line, plane or point. The elements are regularly, harmoniously, well-proportioned and balanced distributed at equal distances on opposite sides of such line.","Simpson, John; Weiner, Edmund (eds). The Oxford English Dictionary. Oxford : Clarendon Press ; Oxford ; New York : Oxford University Press, 1989. [www.oed.com]",symmetrical layout,,
801,Disposición asimétrica,,801,Asymmetrical disposition,,,"In a textile pattern, the decorative elements and/or motifs are distributed not symmetrically, that is, out of proportion, with the different parts not arranged correspondingly.","Simpson, John; Weiner, Edmund (eds). The Oxford English Dictionary. Oxford : Clarendon Press ; Oxford ; New York : Oxford University Press, 1989. [www.oed.com]",asymmetrical layout,,
802,Disposición en zigzag,,802,Zigzag disposition,,,"In a textile pattern, the decorative elements and/or motifs are distributed following the form of a zigzag; turning sharply at angles in alternate directions; characterized by turns of this kind.","Simpson, John; Weiner, Edmund (eds). The Oxford English Dictionary. Oxford : Clarendon Press ; Oxford ; New York : Oxford University Press, 1989. [www.oed.com]",,,
,,,,,,,,,,,
804,Disposición a espejo invertido,,804,Inverted Mirrowed disposition,,,"In a textile pattern, the decorative elements and/or motifs are distributed repetedly in regular intervals around a permanent imaginary point, known as center of rotation.",,,,
805,Disposición en diagonal,,805,Diagonal disposition,,,"In a textile pattern, the decorative elements and/or motifs are distributed following diagonal shape, more or less defined.",,,,
806,Disposición tresbolillo,,806,Tresbolillo disposition,,,"In a textile pattern, the decorative elements and/or motifs are distributed following parallel rows, so that the motifs of each row are positioned in the centers of the adjacent rows.",,,,
,,,,,,,,,,,
808,Disposición romboidal,,808,Rhombic disposition,,,"In a textile pattern, the decorative elements and/or motifs are distributed like or resembling a rhombus, that is, having four straight sides of equal length.","Simpson, John; Weiner, Edmund (eds). The Oxford English Dictionary. Oxford : Clarendon Press ; Oxford ; New York : Oxford University Press, 1989. [www.oed.com]",rhomboid distribution,,
809,Grutesco,,809,Grotesque,,,"n. From the Old French ""crote"" and the Italian ""grotta"" and the early modern French ""crotesque"". Fomr previous forms in English as ""crotes(c)que"" ""crotesco"" ""crotesko"" ""grotesque"" among other forms. It refers to the representation in a textile or fabric of portions of human and animal forms, fantastically combined and interwoven with foliage and flowers.","Simpson, John; Weiner, Edmund (eds). The Oxford English Dictionary. Oxford : Clarendon Press ; Oxford ; New York : Oxford University Press, 1989. [www.oed.com]",,,
810,A candelieri,,810,Candelieri,,,"n. A term, taken from the Italian, denoting a kind of ornamental decoration, usually used in sculpture and architecture, but which can be applied to textile decoration. It consists of a vegetable decoration in which some types of leaves as acanthus or tendril ones are shown in vertical stripes or columns.  ",,,,
811,Roleo,,811,Rinceau,,,"n. A term borrowed from the French ""rinceau"". Other previous forms in English are ""rainceau"" ""rainçeau"" ""rinceau"". It refers to a representation, as a decorative or ornament, in textiles or fabrics of a band of scrolling or spiralling foliage, especially vine or acanthus leaves, frequently carved, moulded, or painted. It could also refer to a decorative border featuring this motif.","Simpson, John; Weiner, Edmund (eds). The Oxford English Dictionary. Oxford : Clarendon Press ; Oxford ; New York : Oxford University Press, 1989. [www.oed.com]",,,
812,Hilo oro fino,,812,Fine gold thread,,,"It refers to a 24 carat gold thread, which from the 18th century is used less frequently to lower costs. Since then and sometimes, fine golden silver with 24 carat bath is used instead, which also uses this expression.",,,,
813,Hilo oro entrefino,,813,Medium gold thread,,,"It denotes a thread with a copper alloy or with copper as the predominant material, which has a gold plating.",,,,
814,Hilo de plata entrefina,,814,Fine silver thread,,,It refers to a thread with a copper alloy or with copper as the predominant material that has a silver plating.,,,,
815,Hilo de plata fina,,815,Medium silver thread,,,It refers to a silver thread obtained from pure silver of 999 thousandths.,,,,
816,"Diseño
",,816,Design,,,"It refert to all the fundamental ideas, components or elements that are part of a work of art, such as lines, points, movement, shapes, spaces, colors, textures and patterns, among others. When a motif is repeated in a certain interval, in a particular way, it is called design.",,,,
817,Tipo iconográfico,,817,Iconography ,,,"n. From the Medieval Latin ""īconographia"". It refers to the description of the pictures, drawings, or engravings which are in a textile, taking into account their symbolic representation, and the features that identify them.","Simpson, John; Weiner, Edmund (eds). The Oxford English Dictionary. Oxford : Clarendon Press ; Oxford ; New York : Oxford University Press, 1989. [www.oed.com]",,,
819,Área ornamental,,819,Ornament areas,,,"Areas in the design kept for decorations and ornaments, in which motifs are included.",«Art & Architecture Thesaurus (Getty Research Institute)». Accedido 20 de noviembre de 2018. http://www.getty.edu/research/tools/vocabularies/aat/.,,,
820,Cornucopia,,820,Cornucopia,,,"n. From the late Latin form, previously ""cornū cōpiae"" meaning horn of plenty. It refers to the representation of a goat's horn represented in art as overflowing with flowers, fruit, and corn, which signifies the horn of plenty.","Simpson, John; Weiner, Edmund (eds). The Oxford English Dictionary. Oxford : Clarendon Press ; Oxford ; New York : Oxford University Press, 1989. [www.oed.com]",,,
821,Alcachofa,,821,Artichoke,,,"n. A term borrowed from Italian ""articiocco"". It refers to the representation of the thistle-like plant Cynara scolymus, probably a cultigen of the cardoon originating in southern Europe, and now widely cultivated for its (partially) edible flower buds; it is also the flower bud of this plant, the edible parts of which are the receptacle and the fleshy bases of the large scales or bracts which surround it.","Simpson, John; Weiner, Edmund (eds). The Oxford English Dictionary. Oxford : Clarendon Press ; Oxford ; New York : Oxford University Press, 1989. [www.oed.com]",,,
822,Acanto,,822,Acanthus,,,"n. A term borrowed from the Latin ""acanthus"". A conventionalized representation of the spiny decorative leaf of Acanthus spinosus, a Mediterranean plant, used in architecture in the decoration of Corinthian and Composite capitals, and also in cabinetry, embroidery, and other arts and crafts.","Simpson, John; Weiner, Edmund (eds). The Oxford English Dictionary. Oxford : Clarendon Press ; Oxford ; New York : Oxford University Press, 1989. [www.oed.com]",,,
823,Pelícano,,823,Pelican,,,"n. From the post-classical Latin ""pelicanus"" ""pelecanus"" ""pellicanus"". The representation of any of various large, gregarious, fish-eating waterbirds constituting the family Pelecanidae and genus Pelecanus, typically with mainly white or grey plumage, and having a long hooked bill with a greatly distensible pouch hanging below it, used to scoop up fish. In Christianity it has a powerful sense with reference to the fable that the pelican revives or feeds its young with its own blood, understood as a figuration of Christ as reviver of the dead in spirit by his blood.","Simpson, John; Weiner, Edmund (eds). The Oxford English Dictionary. Oxford : Clarendon Press ; Oxford ; New York : Oxford University Press, 1989. [www.oed.com]",,,
824,Flor de Lys,,824,Fleur-de-lis,,,"n. With previous forms as ""flower-de-luce"" ""delyce flowre"" among others, we could find the actual form from the 19th century in English from the French ""fleur de lis"". It is the representation of the flower of a plant of the genus Iris or the the plant itself. It is present in diverse emblems, badges, flags and symbols.","Simpson, John; Weiner, Edmund (eds). The Oxford English Dictionary. Oxford : Clarendon Press ; Oxford ; New York : Oxford University Press, 1989. [www.oed.com]",flower-de-luce,,
825,Buey,,825,Ox,,,"n. A term inherited from Germanic. From the Old English ""oxa"" ""oxe"" and Middle English ""ocxe"" ""oxhe"" ""nox"" among others. It refers to the representation of the large cloven-hoofed, often horned ruminant mammal, Bos taurus (family Bovidae), derived from the extinct Eurasian aurochs and long domesticated for its milk, meat, and hide; a cow, a bull; (in plural) cattle.","Simpson, John; Weiner, Edmund (eds). The Oxford English Dictionary. Oxford : Clarendon Press ; Oxford ; New York : Oxford University Press, 1989. [www.oed.com]",,,
826,Ajedrezado,,826,Chequered,,,"adj. Probably derived from the French ""eschequeré"" ""eschekeré"". It defines any decoration marked like a chess-board or having a pattern of various colours in more or less geometrical arrangement.","Simpson, John; Weiner, Edmund (eds). The Oxford English Dictionary. Oxford : Clarendon Press ; Oxford ; New York : Oxford University Press, 1989. [www.oed.com]",,,
827,Técnica de tejido,,827,Techiques of weaving,,,"It refers to the different techniques used in the manufacture of a fabric or textile such as clothing, rugs, tapestries, etc., which are based on the interlacing of textile fibers. Techniques could be divided into those which use a loom or not. ","Bjork, Robert E., The Oxford Dictionary of the Middle Ages. Oxford; New York: Oxford University Press, 2010",,,
,,,,,,,,,,,
829,Damasco de vestido,,829,Damask dress fabric,,,"A 19th century fabric, a kind of gros de Tours, with weft effect, used for dresses.",,,,
830,Biso,,830,Byssus,,,"A 19th century fabric, a kind of gros de Tours, with weft effect, used for dresses.","Simpson, John; Weiner, Edmund (eds). The Oxford English Dictionary. Oxford : Clarendon Press ; Oxford ; New York : Oxford University Press, 1989. [www.oed.com]; Roberts A., Edward. A Comprehensive Etymological Dictionary of the Spanish Language with Families of Words Based on Indo-European Roots. Bloomington: Xlibris, 2014.",,,
831,Carrete,,831,Spool,,,"A 19th century fabric, a kind of gros de Tours, with weft effect, used for dresses.","Simpson, John; Weiner, Edmund (eds). The Oxford English Dictionary. Oxford : Clarendon Press ; Oxford ; New York : Oxford University Press, 1989. [www.oed.com]",bobbin,,
832,Calandria,,832,Calender,,,"A 19th century fabric, a kind of gros de Tours, with weft effect, used for dresses.","Simpson, John; Weiner, Edmund (eds). The Oxford English Dictionary. Oxford : Clarendon Press ; Oxford ; New York : Oxford University Press, 1989. [www.oed.com];  Tortora, Phyllis, y Ingrid Johnson. The Fairchild Books Dictionary of Textiles, 2015.",,,
837,Efecto de trama,,837,Weft effect,,,"A 19th century fabric, a kind of gros de Tours, with weft effect, used for dresses.",,,,
838,Damasco bicolor,,838,Two-coloured damask,,,"A 19th century fabric, a kind of gros de Tours, with weft effect, used for dresses.",,,,
839,Ave fénix,,839,Phoenix,,,"A 19th century fabric, a kind of gros de Tours, with weft effect, used for dresses.","Simpson, John; Weiner, Edmund (eds). The Oxford English Dictionary. Oxford : Clarendon Press ; Oxford ; New York : Oxford University Press, 1989. [www.oed.com]",,,
840,Franja,,836,Ornamental band,,,"A 19th century fabric, a kind of gros de Tours, with weft effect, used for dresses.","Roberts A., Edward. A Comprehensive Etymological Dictionary of the Spanish Language with Families of Words Based on Indo-European Roots. Bloomington: Xlibris, 2014;  Simpson, John; Weiner, Edmund (eds). The Oxford English Dictionary. Oxford : Clarendon Press ; Oxford ; New York : Oxford University Press, 1989. [www.oed.com]",,,
841,Cartón,,841,Cartoon,,,"It refers to the design full-scale model. The term derives from the Italian ""cartone"", a large sheet containing a full-scale preparatory design for a work in a different medium.",,,"A cartoon (from Italian: cartone and Dutch: karton—words describing strong, heavy paper or pasteboard) is a full-size drawing made on sturdy paper as a study or modello for a painting, stained glass, or tapestry. Cartoons were typically used in the production of frescoes, to accurately link the component parts of the composition when painted on damp plaster over a series of days (giornate).
Such cartoons often have pinpricks along the outlines of the design so that a bag of soot patted or ""pounced"" over a cartoon, held against the wall, would leave black dots on the plaster (""pouncing""). Cartoons by painters, such as the Raphael Cartoons in London, and examples by Leonardo da Vinci, are highly prized in their own right. Tapestry cartoons, usually colored, were followed with the eye by the weavers on the loom.",
