ID-ES,TERM-ES,INITIAL DEFINITION,QUALIFIER,FINAL DEFINITION,BiBLIOGRAPHY,SYNONYMS,ASSOCIATED TERMS,FACET,HIERARCHY (PARENT),skos:exactMatch,skos:closeMatch,"
",A MEJORAR EN LA GETTY,,,,,,,,,,
805,Disposición en diagonal,,,Disposición en la que el diseño forma diagonales más o menos definidas.,«Real Academia Española». Accedido 20 de noviembre de 2018. http://www.rae.es/.,,,http://vocab.getty.edu/aat/300009699,799,,,,,,,,,,,,,,
806,Disposición tresbolillo,"En filas paralelas, de modo que las de cada fila correspondan al medio de los huecos de la fila inmediata, de suerte que formen triángulos equiláteros. Es decir, distribuidos en filas paralelas de manera que la posición de 
los elementos de una fila corresponde al centro de los vacíos entre dos elementos de las filas inmediatas.
 dispuestos “al tresbolillo”. Es decir, distribuidos en filas paralelas de manera que la posición de los elementos de una fila corresponde al centro de los vacíos entre dos elementos de las filas inmediatas. ",,"Disposición en la que el diseño forma filas paralelas, de modo que  los motivos de cada fila se posicionan en los centros de las filas colindantes. ",«Real Academia Española». Accedido 20 de noviembre de 2018. http://www.rae.es/.,,,http://vocab.getty.edu/aat/300009699,799,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
808,Disposición romboidal,,,Disposición en la que el diseño esta posicionado en forma de rombos.,«Real Academia Española». Accedido 20 de noviembre de 2018. http://www.rae.es/.,,,"http://vocab.getty.edu/aat/300009699, http://data.silknow.org/vocabulary/facet/geom_comp",799,,,,,,,,,,,,,,
809,Grutesco,"Motivo decorativo a base de seres fantásticos, vegetales y animales, complejamente enlazados y combinados formando un todo. Es un tema propio del renacimiento
y suele estar formado, en su parte superior, por una cabeza o torso humano o animal que se acaba en un juego de plantas o elementos vegetales por abajo, al modo de los 
que se encontraron en algunos edificios romanos como la Domus Aurea de Nerón.

*
Motivos ornamentales que incluyen formas humanas y  animales fantásticas y ornamento floral, basados en la decoración del  Domus Aurea de Nerón en Roma, descubierta en 1488.",,"Del it. grottesco, der. de grotta 'gruta'. Elemento ornamental a base de seres fantásticos, vegetales y animales, complejamente enlazados y combinados formando conjuntos de figuras fantásticas.  Es un tema utilizado a partir del renacimiento. Suele estar formado, en su parte superior, por una cabeza o torso humano o animal que se acaba en un juego de plantas o elementos vegetales por abajo. El nombre procede de la decoración romana pompeyana descubierta a finales del siglo XV.","Fatás, Guillermo, y M. Borrás, Gonzalo. Diccionario de términos de arte y elementos de arqueología, heráldica y numismática. Madrid: Alianza Editorial, 2012; «Art & Architecture Thesaurus (Getty Research Institute)». Accedido 20 de noviembre de 2018. http://www.getty.edu/research/tools/vocabularies/aat/; «Tesauros - Diccionarios del patrimonio cultural de España - Diccionario de Materias». Accedido 20 de noviembre de 2018. http://tesauros.mecd.es/tesauros/materias.html;  «Real Academia Española». Accedido 20 de noviembre de 2018. http://www.rae.es/.",Grotesco,,http://vocab.getty.edu/aat/300264087,816,,http://vocab.getty.edu/aat/300010211,,,,,,,,,,,,
810,A candelieri,"Préstamo italiano para designar un tipo de decoración renacentista —emparentada con el grutesco de inspiración romana— muy utilizada también en España por el estilo (1) plateresco y la ornamentación barroca posterior. Consistía en la escultórica o pictórica conjugación abigarrada, y a la par estilizada, de elementos vegetales, como hojas de acanto (1), zarcillos, antemas, cardinas, caulículos, vástagos…, con los cuales se podían rellenar, además de otros muchos espacios, las pilastras cajeadas, las enjutas y albanegas de los arcos o los tímpanos de los frontones clásicos (1). La frecuente combinación de lo vegetal con piezas que semejaban candelabros fue lo que determinó el nombre de candelieri con que se conoce invariablemente este tipo de decoración en la historia del arte.",,"Préstamo italiano para designar un tipo de decoración renacentista, emparentada con el grutesco, de inspiración romana, muy utilizada también en España por el estilo plateresco y la ornamentación barroca posterior. Es un tipo de decoración que se da sobretodo en arquitectura y escultura, pero que se aplica al ornato de otras artes como el textil. Formada por una combinación abigarrada y a la vez estilizada de elementos vegetales, como hojas de acanto, zarcillos, antemas, cardinas, etc. La frecuente mezcla de lo vegetal con piezas que semejaban candelabros fue lo que determinó el nombre de a candelieri con que se conoce invariablemente este tipo de decoración en la historia del arte.","Meyer, Franz Sales. Manual de la Ornamentación. Barcelona: Gustavo Gili, 1929",candelieri,,http://vocab.getty.edu/aat/300264087,816,,,,,,,,,,,,,,
811,Roleo,"Decoración a base de motivos enrollados, de volutas que se enrollan sobre sí mismas, de cilindros de origen espiral, etc. ",,"Decoración a base de motivos enrollados, de volutas que se enrollan sobre sí mismas, de cilindros de origen espiral, etc.","Fatás, Guillermo, y M. Borrás, Gonzalo. Diccionario de términos de arte y elementos de arqueología, heráldica y numismática. Madrid: Alianza Editorial, 2012.",Roleos,,http://vocab.getty.edu/aat/300264087,816,,,,,,,,,,,,,,
812,Hilo oro fino,"El Oro fino es oro casi puro. Su pureza se clasifica típicamente usando una escala de finura millesimal. Esto indica el número de partes por mil de metal puro en la aleación, según su masa. Esta finura generalmente se redondea a un número de tres cifras, y muchas veces se utiliza como un sello distintivo. Por ejemplo, una pieza de oro fino que contiene el 99,9 por ciento de oro se etiqueta 999 o .999

Barra de plata de forma cilíndrica superficialmente dorada al fuego que los tiradores de oro han hecho pasar suesivamente por la hilera en muchos agujeros redondos que van disminuyendo  siempre de grosor y reducidos por este medio al grosor de un cabello, sin perder nada de su dorado. 

Se  compone  de  un  núcleo  de  hilo en  rayón  de  viscosa, recubierto  por  una  fina  lámina  de  plata  bañada  en  oro  de  24  quilates. Sin  el baño  de  oro  en  caso  del  hilo  de  plata. Por  un  lado,  el  recubrimiento  metálico presenta  mucho  brillo  y  plasticidad,  el  recubrimiento está compuesto  por numerosos  filamentos  con  aspecto  brillante.  A  la  llama  desaparece  el  baño quedando  a  la  vista  la  plata.  Se  trata  de  un  material  conductor  con  una resistencia de 00,2 --> tesis bordados

El oro fino está montado de la misma forma, pero envuelve la seda un fino hilo de plata sobredorada --> blog

HIlo oro puro : El hilo de oro puro consiste en un fino alambre de plata cubierto con una película de oro --> farichilds

Se podría decir que el oro fino en joyería es el oro de 24 Kilates. pero que cuando se habla del hilo de oro fino o entrefino  utilizados en los bordados de tejidos o en la tejeduría de tejidos como los brocados, etc. el concepto ha ido variando según l",,"Hilo de oro  de  24  quilates, que a partir del siglo XVIII se utiliza con menos frecuencia para abaratar costes. Desde entonces y en ocasiones, se usa en su lugar la plata fina dorada con baño de 24 quilates, que también utiliza esta acepción. ","Boy, Jaime. Diccionario teórico, práctico, histórico y geográfico de comercio Vol. I-II-III-IV de la Junta de Comercio de Barcelona. Barcelona: Imprenta Valentín Torrás, 1840. Fuente oral 
",oro tirado ,,"http://vocab.getty.edu/aat/300264091, http://data.silknow.org/vocabulary/facet/gold_thread",627,,,,,,,,,,,,,,
813,Hilo oro entrefino,"Es aquel que se  compone  de  un  núcleo  de  hilo , recubierto por una fina lámina de cobre o aleación con gran presencia de cobre, bañado  en  oro  de  24  quilates, o  en  plata.  El hilo de oro entrefino, al estar compuesto de cobre o de una aleación de metales en la que predomina el uso de cobre, acaba oscureciéndose y tomando un tono rojizo.

Se  compone  de  un  núcleo  de  hilo  en rayón  de  viscosa, recubierto por una fina lámina de cobre o aleacióncon gran presencia de cobre bañado  en  oro  de  24  quilates,o  en  plata.En  este  tipo  de  hilo  sería  muy interesante realizar pruebas analíticas para ver la composición exacta.Presenta un  aspecto  similar  al  hilo  fino  pero  a  la  llama  se  ennegrece.  Es  conductor  con una resistencia de 00,3 --> tesis bordados

El hilo de oro denominado entrefino, comprende un alma de seda envuelto por un fino hilo de metal dorado. --> blog",,"Hilo con aleación de cobre o con cobre como material predominante, que presenta un baño de oro. ","
Espinar Rodríguez, José Mª. “El Bordado en Oro Contemporáneo: Conocimiento de materiales y manufactura de cara a su conservación y difusión.” Trabajo Fin de Grado, Universidad de Sevilla, 2017. Accedido 29 de enero de 2020. https://idus.us.es/bitstream/handle/11441/71902/WAOTFG_103.pdf?sequence=1&isAllowed=y.
",,,"http://vocab.getty.edu/aat/300264091, http://data.silknow.org/vocabulary/facet/gold_thread",627,,,,,,,,,,,,,,
814,Hilo de plata entrefina,,,Hilo con aleación de cobre o con cobre como material predominante que presenta un baño de plata.,Fuente oral,,,"http://vocab.getty.edu/aat/300264091, http://data.silknow.org/vocabulary/facet/silver_thread",628,,,,,,,,,,,,,,
815,Hilo de plata fina,,,Hilo de plata  que se obtiene a partir de la plata pura de 999 milésimas. ,Fuente oral,,,"http://vocab.getty.edu/aat/300264091, http://data.silknow.org/vocabulary/facet/silver_thread",628,,,,,,,,,,,,,,
816,"Diseño
","ideas fundamentales y componentes o partes que son observables en un diseño visual u obra de arte, como líneas, puntos, movimiento, formas, espacios, colores, texturas y patrones, entre otros. Cuando un motivo se repite en un intervalo determinado de una manera particular sobre una superficie se denomina patrón. Un patrón es una serie de formas dispuestas de manera que se repiten 
 ",,"Del it. disegno. Ideas fundamentales,  componentes o elementos que forman parte de una obra de arte, como líneas, puntos, movimiento, formas, espacios, colores, texturas y patrones, entre otros. Cuando un motivo se repite en un intervalo determinado, de una manera particular, se denomina diseño. ",«Art & Architecture Thesaurus (Getty Research Institute)». Accedido 20 de noviembre de 2018. http://www.getty.edu/research/tools/vocabularies/aat/.,,,http://vocab.getty.edu/aat/300264087,http://vocab.getty.edu/aat/300009699,,http://vocab.getty.edu/aat/300009699,,,,,,,,,,,,
817,Tipo iconográfico,,,"Descripción del tema o asunto representado en las imágenes artísticas, así como de su simbología y los atributos que identifican a los personajes representados.",«Real Academia Española». Accedido 20 de noviembre de 2018. http://www.rae.es/.,,,http://vocab.getty.edu/aat/300264087,http://vocab.getty.edu/aat/300009699,,,,,,,,,,,,,,
819,Área ornamental,,,"Zonas del  diseño reservadas para el ornamento, que incluyen motivos.",«Art & Architecture Thesaurus (Getty Research Institute)». Accedido 20 de noviembre de 2018. http://www.getty.edu/research/tools/vocabularies/aat/.,,,http://vocab.getty.edu/aat/300264087,http://vocab.getty.edu/aat/300009699,,http://vocab.getty.edu/aat/300164595,,,,,,,,,,,,
820,Cornucopia,"Elemento arquitectónico* ornamental en forma de cuerno ancho adornado con flores, maíz y frutos, que en la tradición grecorromana simbolizaba la abundancia y prosperidad. En la ornamentación de los órdenes clásicos aparece generalmente junto a bucráneos. El también llamado ""Cuerno de la Abundancia"" o ""cornu Copiae"" aparece en manos de cuantas figuras alegorizan nociones tales como riqueza, prosperidad, buenos augurios, etc., especialmente de la diosa Fortuna. En la mitología griega, Amaltea amamantó a Zeus con leche de cabra. En agradecimiento éste le regaló uno de los cuernos que tenía el poder de conceder deseos a su dueño, convirtiéndose en símbolo de abundancia o prosperidad",,Del lat. cornucopia. Vaso en forma de cuerno ancho que simboliza la abundancia y prosperidad. Se representa lleno de frutos y flores.,«Tesauros - Diccionarios del patrimonio cultural de España - Diccionario de Materias». Accedido 20 de noviembre de 2018. http://tesauros.mecd.es/tesauros/materias.html;  «Real Academia Española». Accedido 20 de noviembre de 2018. http://www.rae.es/.,,,"http://vocab.getty.edu/aat/300264087, http://data.silknow.org/vocabulary/facet/symbols",742,,,,,,,,,,,,,,
821,Alcachofa,"1. f. Motivo ornamental. Decorativamente, se diseña de forma similar a una granada o a a una piña. En el siglo XV, aparece en tejidos de uso cortesano, de gran tamaño, como símbolo de riqueza y poder. Entre sus hojas apretadas, múltiples y cerrándose hacia el centro ha querido verse la reunión de tesoros y riqueza bien guardados. Se presenta en composiciones similares a la granada y a la piña, generallmente en forma contrapeada dentro de cintas onduladas.",,"Del ár. hisp. alẖaršúf[a], este del ár. ẖuršūf[ah], y este quizá del pelvi *hār čōb 'palo de espinas'. Motivo ornamental que se presenta en composiciones similares a la granada y a la piña, generalmente dispuesta dentro de cintas onduladas. Su uso empezó en el siglo XV, tuvo mucho éxito y se extendió a lo largo de los siglos XVI y XVII. Se puede contemplar en tejidos de uso cortesano del XV, representada con gran tamaño, como símbolo de riqueza y poder. Entre sus hojas apretadas, múltiples y cerrándose hacia el centro, ha querido verse la reunión de tesoros y riquezas bien guardados. ","González Mena, Mª Ángeles. Colección Pedagógico Textil de La Universidad Complutense de Madrid. Estudio e Inventario. Consejo Social de la Universidad Complutense de Madrid. Vol. 1. Madrid, 1994. ",,,"http://vocab.getty.edu/aat/300264087, http://data.silknow.org/vocabulary/facet/flowers",744,,,,,,,,,,,,,,
822,Acanto,"Úsese para el motivo decorativo convencional basado en las profundamente dentadas y festoneadas hojas y tallos serpentinos de la planta del acanto.
lemento arquitectónico* ornamental dispuesto frontalmente muy común en la zona mediterránea. Su forma, muy elaborada, está inspirada en la hoja de acanto (planta de hojas largas y regularmente dentadas). Se compone de una serie de folios denominados lóbulos*, estructurados mediante un eje conocido como nervio central. Es un componente básico en los capiteles corintio* y compuesto*, con variantes como las de los escultores griegos, con una variante más espinosa (""acanthus espinosus""), frente a los romanos, que usaban una más carnosa (""acanthus Collins""). También aparece en franjas y en molduras*. De ellos pasó a los estilos medievales, arte árabe califal y románico, siempre con diversas interpretaciones y estilizaciones. En el Islam, el acanto es un motivo fundamental en la arquitectura y la miniatura desde el siglo VII, con lo que ya en esta época empezó a ser un motivo decorativo utilizado en diversas formas artísticas, que podían ser en su realización tanto naturalistas como abstractas. Los modelos más importantes se encuentran en el arte de la dinastía persa de los sasánidas (224-651), así como en el arte oriental bizantino. Su recuerdo permanece en la decoración gótica. Resurge con el Renacimiento, intentando volver a las formas puras de la Antigüedad. Durante el Barroco y el Neoclásico mantiene su vigencia. El acanto, junto con las palmetas*, suele ser el motivo más representado en las acróteras*. es",,"Del lat. acanthus, y este del gr. ἄκανθος ákanthos. Motivo decorativo basado en las hojas dentadas y festoneadas y tallos serpentinos de la planta del acanto. Se compone de una serie de folios denominados lóbulos, estructurados mediante un eje conocido como nervio central. Es un componente básico en los capiteles corintio y compuesto. En los estilos medievales, arte árabe califal y románico, aparecen con diversas interpretaciones y estilizaciones. Aunque se mantiene en la decoración gótica, resurge con el Renacimiento, intentando volver a las formas puras de la Antigüedad. Durante el Barroco y el Neoclásico mantiene su vigencia.  ",«Real Academia Española». Accedido 20 de noviembre de 2018. http://www.rae.es/;  «Tesauros - Diccionarios del patrimonio cultural de España - Diccionario de Materias». Accedido 20 de noviembre de 2018. http://tesauros.mecd.es/tesauros/materias.html; «Art & Architecture Thesaurus (Getty Research Institute)». Accedido 20 de noviembre de 2018. http://www.getty.edu/research/tools/vocabularies/aat/,,,"http://vocab.getty.edu/aat/300264087, http://data.silknow.org/vocabulary/facet/plant",744,,,,,,,,,,,,,,
